dataset,instance,method,makespan,runtime_seconds,n_jobs,n_machines,size,best_dr_makespan,mean_dr_makespan,gap_vs_best_dr_pct,gap_vs_mean_dr_pct
edata,abz7.fjs,DRL-Greedy,731,1.401311278343201,20,15,300,704.0,802.25,3.835227272727273,-8.881271424119664
edata,abz7.fjs,DRL-Sampling,723,4.855217456817627,20,15,300,704.0,802.25,2.6988636363636362,-9.878466812090995
edata,abz8.fjs,DRL-Greedy,737,1.392169117927551,20,15,300,732.0,806.5,0.6830601092896175,-8.617482951022938
edata,abz8.fjs,DRL-Sampling,749,4.831894397735596,20,15,300,732.0,806.5,2.3224043715846996,-7.12957222566646
edata,abz9.fjs,DRL-Greedy,760,1.394608497619629,20,15,300,801.0,869.0,-5.118601747815231,-12.543153049482164
edata,abz9.fjs,DRL-Sampling,751,4.86741828918457,20,15,300,801.0,869.0,-6.242197253433209,-13.578826237054084
edata,la31.fjs,DRL-Greedy,1897,1.42371678352356,30,10,300,1741.0,1879.25,8.960367604824814,0.9445257416522549
edata,la31.fjs,DRL-Sampling,1742,4.752255439758301,30,10,300,1741.0,1879.25,0.05743825387708214,-7.3034455234801126
edata,la32.fjs,DRL-Greedy,1883,1.418541312217712,30,10,300,1886.0,2089.25,-0.15906680805938495,-9.8719636233098
edata,la32.fjs,DRL-Sampling,1874,4.704879283905029,30,10,300,1886.0,2089.25,-0.6362672322375398,-10.3027402177815
edata,la33.fjs,DRL-Greedy,1741,1.422501444816589,30,10,300,1723.0,1981.25,1.044689495066744,-12.126182965299684
edata,la33.fjs,DRL-Sampling,1701,4.733543395996094,30,10,300,1723.0,1981.25,-1.2768427161926872,-14.145110410094638
edata,la34.fjs,DRL-Greedy,1774,1.420042872428894,30,10,300,1833.0,1943.5,-3.218767048554282,-8.721378955492668
edata,la34.fjs,DRL-Sampling,1735,4.728187561035156,30,10,300,1833.0,1943.5,-5.346426623022368,-10.72806791870337
edata,la35.fjs,DRL-Greedy,2031,1.421946167945862,30,10,300,1989.0,2095.25,2.1116138763197587,-3.066459849659945
edata,la35.fjs,DRL-Sampling,1885,4.794770240783691,30,10,300,1989.0,2095.25,-5.228758169934641,-10.034602076124568
rdata,mt06.fjs,DRL-Greedy,52,0.1621251404285431,6,6,36,50.0,51.25,4.0,1.4634146341463417
rdata,mt06.fjs,DRL-Sampling,47,0.4908003807067871,6,6,36,50.0,51.25,-6.0,-8.292682926829269
rdata,car7.fjs,DRL-Greedy,5122,0.2278325855731964,7,7,49,5280.0,5568.75,-2.992424242424242,-8.022446689113357
rdata,car7.fjs,DRL-Sampling,4824,0.6749939918518066,7,7,49,5280.0,5568.75,-8.636363636363637,-13.373737373737374
rdata,la01.fjs,DRL-Greedy,633,0.2310342639684677,10,5,50,601.0,658.0,5.324459234608985,-3.7993920972644375
rdata,la01.fjs,DRL-Sampling,595,0.6662049293518066,10,5,50,601.0,658.0,-0.9983361064891847,-9.574468085106384
rdata,la02.fjs,DRL-Greedy,559,0.2288731634616852,10,5,50,601.0,670.25,-6.988352745424292,-16.59828422230511
rdata,la02.fjs,DRL-Sampling,550,0.6654305458068848,10,5,50,601.0,670.25,-8.48585690515807,-17.941066766132042
rdata,la03.fjs,DRL-Greedy,529,0.2310192137956619,10,5,50,504.0,564.5,4.9603174603174605,-6.288751107174491
rdata,la03.fjs,DRL-Sampling,495,0.6777660846710205,10,5,50,504.0,564.5,-1.7857142857142856,-12.311780336581045
rdata,la04.fjs,DRL-Greedy,538,0.2328943014144897,10,5,50,547.0,606.75,-1.6453382084095063,-11.330861145447054
rdata,la04.fjs,DRL-Sampling,532,0.6744208335876465,10,5,50,547.0,606.75,-2.742230347349177,-12.319736299958798
rdata,la05.fjs,DRL-Greedy,479,0.2303585261106491,10,5,50,506.0,593.75,-5.33596837944664,-19.326315789473682
rdata,la05.fjs,DRL-Sampling,468,0.67490553855896,10,5,50,506.0,593.75,-7.5098814229249005,-21.178947368421053
rdata,car2.fjs,DRL-Greedy,7345,0.2421533614397049,13,4,52,6724.0,7372.0,9.235574063057705,-0.36625067824199675
rdata,car2.fjs,DRL-Sampling,6374,0.6838638782501221,13,4,52,6724.0,7372.0,-5.20523497917906,-13.537710255018991
rdata,car1.fjs,DRL-Greedy,5447,0.254046618938446,11,5,55,6259.0,6525.25,-12.97331842147308,-16.52427110072411
rdata,car1.fjs,DRL-Sampling,5412,0.7477614879608154,11,5,55,6259.0,6525.25,-13.53251318101933,-17.06064901727903
rdata,car4.fjs,DRL-Greedy,8381,0.2610121667385101,14,4,56,7674.0,7980.75,9.212926765702372,5.015192807693512
rdata,car4.fjs,DRL-Sampling,6897,0.7352471351623535,14,4,56,7674.0,7980.75,-10.125097732603598,-13.5795507940983
rdata,car3.fjs,DRL-Greedy,6283,0.2760146260261536,12,5,60,6674.0,7137.5,-5.858555588852263,-11.971978984238179
rdata,car3.fjs,DRL-Sampling,5801,0.8079750537872314,12,5,60,6674.0,7137.5,-13.080611327539707,-18.72504378283713
rdata,car5.fjs,DRL-Greedy,7680,0.2790235579013824,10,6,60,6498.0,7133.5,18.19021237303786,7.661035957103805
rdata,car5.fjs,DRL-Sampling,6203,0.8228237628936768,10,6,60,6498.0,7133.5,-4.539858417974761,-13.044087754958996
rdata,car8.fjs,DRL-Greedy,6776,0.2957843244075775,8,8,64,6783.0,7080.75,-0.10319917440660474,-4.30392260706846
rdata,car8.fjs,DRL-Sampling,6113,0.8906888961791992,8,8,64,6783.0,7080.75,-9.877635264632168,-13.667337499558663
rdata,car6.fjs,DRL-Greedy,7218,0.3357245326042175,8,9,72,7005.0,7409.5,3.0406852248394003,-2.584519873135839
rdata,car6.fjs,DRL-Sampling,6589,1.007433891296387,8,9,72,7005.0,7409.5,-5.938615274803712,-11.073621701869223
rdata,la06.fjs,DRL-Greedy,831,0.346528023481369,15,5,75,856.0,943.0,-2.9205607476635516,-11.876988335100743
rdata,la06.fjs,DRL-Sampling,810,0.9889895915985107,15,5,75,856.0,943.0,-5.373831775700935,-14.103923647932131
rdata,la07.fjs,DRL-Greedy,779,0.3460132777690887,15,5,75,796.0,876.5,-2.135678391959799,-11.123787792355962
rdata,la07.fjs,DRL-Sampling,771,0.9841537475585938,15,5,75,796.0,876.5,-3.1407035175879394,-12.036508841985167
rdata,la08.fjs,DRL-Greedy,809,0.346723735332489,15,5,75,830.0,931.0,-2.5301204819277108,-13.10418904403867
rdata,la08.fjs,DRL-Sampling,784,0.9826309680938721,15,5,75,830.0,931.0,-5.542168674698795,-15.789473684210526
rdata,la09.fjs,DRL-Greedy,915,0.3484965562820435,15,5,75,895.0,978.25,2.2346368715083798,-6.465627395859953
rdata,la09.fjs,DRL-Sampling,876,0.9836626052856445,15,5,75,895.0,978.25,-2.1229050279329607,-10.452338359315103
rdata,la10.fjs,DRL-Greedy,842,0.3475463092327118,15,5,75,845.0,923.0,-0.35502958579881655,-8.775731310942579
rdata,la10.fjs,DRL-Sampling,836,0.9936039447784424,15,5,75,845.0,923.0,-1.0650887573964496,-9.42578548212351
rdata,abz5.fjs,DRL-Greedy,1174,0.4914171397686005,10,10,100,1116.0,1164.5,5.197132616487455,0.8158007728638901
rdata,abz5.fjs,DRL-Sampling,1081,1.668503284454346,10,10,100,1116.0,1164.5,-3.136200716845878,-7.170459424645771
rdata,abz6.fjs,DRL-Greedy,856,0.4593806862831116,10,10,100,888.0,910.0,-3.6036036036036037,-5.934065934065933
rdata,abz6.fjs,DRL-Sampling,852,1.397581100463867,10,10,100,888.0,910.0,-4.054054054054054,-6.373626373626373
rdata,la11.fjs,DRL-Greedy,1109,0.4657154977321625,20,5,100,1086.0,1214.25,2.117863720073665,-8.667901997117562
rdata,la11.fjs,DRL-Sampling,1087,1.297239303588867,20,5,100,1086.0,1214.25,0.09208103130755065,-10.479719991764464
rdata,la12.fjs,DRL-Greedy,958,0.4630517959594727,20,5,100,949.0,1015.75,0.9483667017913594,-5.685454097957175
rdata,la12.fjs,DRL-Sampling,958,1.30281925201416,20,5,100,949.0,1015.75,0.9483667017913594,-5.685454097957175
rdata,la13.fjs,DRL-Greedy,1063,0.4645917117595673,20,5,100,1060.0,1145.0,0.2830188679245283,-7.1615720524017465
rdata,la13.fjs,DRL-Sampling,1048,1.307823657989502,20,5,100,1060.0,1145.0,-1.1320754716981132,-8.471615720524017
rdata,la14.fjs,DRL-Greedy,1107,0.466083824634552,20,5,100,1117.0,1208.75,-0.8952551477170994,-8.41778697001034
rdata,la14.fjs,DRL-Sampling,1090,1.298226356506348,20,5,100,1117.0,1208.75,-2.4171888988361685,-9.824198552223372
rdata,la15.fjs,DRL-Greedy,1136,0.4632183015346527,20,5,100,1157.0,1211.5,-1.8150388936905792,-6.231943871234007
rdata,la15.fjs,DRL-Sampling,1116,1.300629615783691,20,5,100,1157.0,1211.5,-3.543647363872083,-7.882789929839043
rdata,la16.fjs,DRL-Greedy,824,0.4639195501804352,10,10,100,839.0,871.5,-1.7878426698450536,-5.450372920252438
rdata,la16.fjs,DRL-Sampling,781,1.419320344924927,10,10,100,839.0,871.5,-6.912991656734207,-10.384394721744119
rdata,la17.fjs,DRL-Greedy,725,0.463254451751709,10,10,100,755.0,837.5,-3.9735099337748347,-13.432835820895523
rdata,la17.fjs,DRL-Sampling,667,1.413251161575317,10,10,100,755.0,837.5,-11.655629139072849,-20.35820895522388
rdata,la18.fjs,DRL-Greedy,743,0.4639921188354492,10,10,100,751.0,851.75,-1.0652463382157125,-12.767830936307604
rdata,la18.fjs,DRL-Sampling,730,1.392812967300415,10,10,100,751.0,851.75,-2.796271637816245,-14.294100381567363
rdata,la19.fjs,DRL-Greedy,917,0.4638869762420654,10,10,100,824.0,863.0,11.286407766990292,6.257242178447277
rdata,la19.fjs,DRL-Sampling,815,1.416558980941772,10,10,100,824.0,863.0,-1.0922330097087378,-5.5619930475086905
rdata,la20.fjs,DRL-Greedy,960,0.4614293277263641,10,10,100,890.0,957.5,7.865168539325842,0.26109660574412535
rdata,la20.fjs,DRL-Sampling,837,1.409271240234375,10,10,100,890.0,957.5,-5.955056179775281,-12.584856396866842
rdata,mt10.fjs,DRL-Greedy,783,0.459377110004425,10,10,100,771.0,818.25,1.556420233463035,-4.307974335472044
rdata,mt10.fjs,DRL-Sampling,747,1.405802011489868,10,10,100,771.0,818.25,-3.11284046692607,-8.707607699358388
rdata,mt20.fjs,DRL-Greedy,1122,0.4656654894351959,20,5,100,1175.0,1207.25,-4.51063829787234,-7.061503416856492
rdata,mt20.fjs,DRL-Sampling,1069,1.321439027786255,20,5,100,1175.0,1207.25,-9.02127659574468,-11.451646303582521
rdata,orb1.fjs,DRL-Greedy,858,0.4590611159801483,10,10,100,913.0,933.5,-6.024096385542169,-8.0878414568827
rdata,orb1.fjs,DRL-Sampling,821,1.410332202911377,10,10,100,913.0,933.5,-10.076670317634173,-12.05141938939475
rdata,orb10.fjs,DRL-Greedy,956,0.4623149335384369,10,10,100,922.0,954.75,3.68763557483731,0.13092432573972246
rdata,orb10.fjs,DRL-Sampling,841,1.405290365219116,10,10,100,922.0,954.75,-8.785249457700651,-11.914113642314742
rdata,orb2.fjs,DRL-Greedy,887,0.4627665579319,10,10,100,791.0,846.5,12.13653603034134,4.784406379208505
rdata,orb2.fjs,DRL-Sampling,779,1.409454584121704,10,10,100,791.0,846.5,-1.5170670037926675,-7.974010632014177
rdata,orb3.fjs,DRL-Greedy,846,0.4615728855133057,10,10,100,880.0,915.75,-3.8636363636363633,-7.616707616707617
rdata,orb3.fjs,DRL-Sampling,772,1.410492420196533,10,10,100,880.0,915.75,-12.272727272727273,-15.6975156975157
rdata,orb4.fjs,DRL-Greedy,849,0.463372528553009,10,10,100,957.0,976.5,-11.285266457680251,-13.056835637480798
rdata,orb4.fjs,DRL-Sampling,856,1.415711879730225,10,10,100,957.0,976.5,-10.553814002089865,-12.339989759344599
rdata,orb5.fjs,DRL-Greedy,796,0.4613339602947235,10,10,100,849.0,890.75,-6.24263839811543,-10.637103564412012
rdata,orb5.fjs,DRL-Sampling,750,1.403960704803467,10,10,100,849.0,890.75,-11.66077738515901,-15.801291046870613
rdata,orb6.fjs,DRL-Greedy,924,0.4635655581951141,10,10,100,909.0,1012.5,1.65016501650165,-8.74074074074074
rdata,orb6.fjs,DRL-Sampling,836,1.411829471588135,10,10,100,909.0,1012.5,-8.030803080308031,-17.432098765432098
rdata,orb7.fjs,DRL-Greedy,366,0.4612166881561279,10,10,100,,,,
rdata,orb7.fjs,DRL-Sampling,339,1.407338619232178,10,10,100,,,,
rdata,orb8.fjs,DRL-Greedy,769,0.4652330577373505,10,10,100,777.0,855.25,-1.0296010296010296,-10.084770534931305
rdata,orb8.fjs,DRL-Sampling,704,1.400544166564941,10,10,100,777.0,855.25,-9.395109395109396,-17.684887459807076
rdata,orb9.fjs,DRL-Greedy,819,0.464433491230011,10,10,100,839.0,884.0,-2.3837902264600714,-7.352941176470589
rdata,orb9.fjs,DRL-Sampling,775,1.408560276031494,10,10,100,839.0,884.0,-7.628128724672228,-12.330316742081449
